X,Y,FID,CleverID,StopID,StopName,Timepoint,Direction,Routes_ser,NumberofRo,Latitude,Longitude,Mode,Shelter,Stop_type,On_avwk_FY,Off_avwk_F,On_avwk__1,Off_avwk_1,Ramp_Deplo,On_avwk_CY,Off_avwk_C,On_avwk__2,Off_avwk_2
-79.9450000295395,40.4471999557684,121,1176,E01920,FIFTH AVE OPP CLYDE ST,NA,Outbound,"58, 71B, 71D",3,40.4472,-79.945,Bus,No Shelter,Bus Stop,5.57,2.09,6,2,0,125,20,125,20
-80.0002000295079,40.4166999557442,122,18880,S11350,CHALFONT ST AT ESTELLA AVE,NA,Inbound,44,1,40.4167,-80.0002,Bus,No Shelter,Bus Stop,5.57,1.99,6,2,0.08,11,4,11,4
-79.9671000295391,40.4628999557679,123,20514,E12080,BUTLER ST AT PENN AVE,NA,Inbound,"2, 91",2,40.4629,-79.9671,Bus,No Shelter,Bus Stop,5.56,11.35,6,11,0.02,25,60,25,60
-79.8416000295539,40.40219995578,124,7410,E09730,BRINTON AVE AT BOWERS ST,NA,Inbound,P68,1,40.4022,-79.8416,Bus,No Shelter,Bus Stop,5.55,0.55,6,1,0.03,18,1,18,1
-79.9294000295654,40.494299955788,125,12769,N31660,MAIN ST OPP 13TH ST FS,NA,Outbound,"1, 91",2,40.4943,-79.9294,Bus,PAAC,Bus Stop with PAAC Shelter,5.55,4.62,6,5,0.07,17,16,17,16
-79.9233000295545,40.4648999557798,126,3129,E29070,HIGHLAND AVE AT RIPPEY ST,NA,Inbound,71B,1,40.4649,-79.9233,Bus,No Shelter,Bus Stop,5.54,0.55,6,1,0.04,No Data,No Data,No Data,No Data
-79.9332000295495,40.460999955776,127,19118,E23600,FRIENDSHIP AVE AT STRATFORD AVE,NA,Inbound,87,1,40.461,-79.9332,Bus,No Shelter,Bus Stop,5.54,6.29,6,6,0.01,36,24,36,24
-79.8921000295566,40.4461999557816,128,18527,E46550,PENN AVE AT TRENTON AVE FS (LIFE CARE),NA,Inbound,"67, 69, 71C",3,40.4462,-79.8921,Bus,No Shelter,Bus Stop,5.54,3.47,6,3,0.14,24,14,24,14
-79.932500029547,40.4546999557741,129,8566,E41770,NEGLEY AVE AT ELLSWORTH AVE,NA,Inbound,64,1,40.4547,-79.9325,Bus,No Shelter,Bus Stop,5.54,8.19,6,8,0.01,17,23,17,23
-80.0315000295224,40.4733999557549,130,19350,N49460,SHADELAND AVE AT COMPLETE ST FS,NA,Inbound,17,1,40.4734,-80.0315,Bus,No Shelter,Bus Stop,5.54,1.18,6,1,0.06,16,2,16,2
-80.0367000295066,40.4411999557429,131,4111,W21740,STEUBEN ST AT #211,NA,Inbound,"26, 27, 29",3,40.4412,-80.0367,Bus,No Shelter,Bus Stop,5.54,1.66,6,2,0.09,11,1,11,1
-80.0537000294952,40.4280999557343,132,5469,W16940,NOBLESTOWN RD AT POPLAR ST,22027,Outbound,31,1,40.4281,-80.0537,Bus,No Shelter,Bus Stop,5.53,12.52,6,13,0.05,20,65,20,65
-79.9823000294938,40.3707999557337,133,9652,S23640,HWY RT 51 AT DELCO RD,NA,Outbound,"Y1, Y46, Y49",3,40.3708,-79.9823,Bus,No Shelter,Bus Stop,5.53,8.8,6,9,0.03,9,52,9,52
-79.7549000296701,40.6011999558683,134,18358,N02030,E 4TH AVE AT WOOD ST,NA,Both,"1, P10",2,40.6012,-79.7549,Bus,No Shelter,Bus Stop,5.52,6.79,6,7,0.25,8,13,8,13
-79.9298000295456,40.4496999557732,135,3257,E01470,FIFTH AVE AT NEGLEY AVE,NA,Both,"28X, 71B, 71D",3,40.4497,-79.9298,Bus,No Shelter,Bus Stop,5.51,35.91,6,36,0.02,28,205,28,205
-79.8411000295522,40.3979999557788,136,7526,E38060,MAIN ST AT MAPLE ST,NA,Inbound,P68,1,40.398,-79.8411,Bus,No Shelter,Bus Stop,5.51,1.48,6,1,0.05,19,5,19,5
-79.8813000295451,40.4119999557731,137,7257,E48230,RANKIN BLVD OPP HAWKINS AVE,20017,Both,"59, 61B, 71, P7",4,40.412,-79.8813,Bus,No Shelter,Bus Stop,5.51,9.66,6,10,0.04,14,30,14,30
-80.0155000295201,40.4559999557533,138,15952,N41735,PENNSYLVANIA AVE AT BRIGHTON RD,NA,Inbound,17,1,40.456,-80.0155,Bus,No Shelter,Bus Stop,5.51,6.8,6,7,0.23,10,11,10,11
-79.9773000295138,40.4126999557487,139,20402,S35210,ST JOSEPH ST OPP ORMSBY ST,NA,Inbound,44,1,40.4127,-79.9773,Bus,No Shelter,Bus Stop,5.51,0.17,6,0,0.09,6,0,6,0
-79.9763000295022,40.3853999557401,140,11548,S70439,CHURCHVIEW AVE OPP SANKEY AVE,NA,Inbound,44,1,40.3854,-79.9763,Bus,No Shelter,Bus Stop,5.5,2.35,6,2,0.01,7,7,7,7
-80.0303970294455,40.2964739556971,141,99945,X14415,SANDY CREEK,NA,Inbound,SLVR,1,40.296474,-80.030397,Light Rail,PAAC,Light Rail Stop with PAAC Shelter,5,0,5,0,0,25,0,25,0
-79.9983090294981,40.3928369557368,142,99913,X70006,SOUTH BANK STATION,7150,Outbound,"BLUE, SLVR",2,40.392837,-79.998309,Light Rail,PAAC,Light Rail Station,5,14,5,14,0,24,70,24,70
-79.993000029532,40.4660999557623,143,2817,N12125,BUENTE ST AT RHINE ST,NA,Inbound,6,1,40.4661,-79.993,Bus,No Shelter,Bus Stop,5.48,0.32,5,0,0,15,1,15,1
-79.9576000295362,40.4489999557658,144,8785,E13900,CENTRE AVE OPP BRYN MAWR RD,NA,Outbound,82,1,40.449,-79.9576,Bus,No Shelter,Bus Stop,5.48,2.71,5,3,0.02,13,10,13,10
-79.8534000295282,40.3522999557606,145,9896,S30610,LYSLE BLVD AT CENTER ST,NA,Both,"55, 56, 59, 60, 61C, P7",6,40.3523,-79.8534,Bus,No Shelter,Bus Stop,5.48,4.47,5,4,0.05,13,13,13,13
-79.9792000294806,40.3382999557238,146,9767,S27213,KEEPORT DR AT TRAVIS DR,NA,Outbound,Y47,1,40.3383,-79.9792,Bus,No Shelter,Bus Stop,5.47,12.04,5,12,0.02,8,29,8,29
-80.0656000295022,40.4529999557394,147,17235,W10670,JEFFERS ST AT #1330,NA,Both,"26, 27",2,40.453,-80.0656,Bus,No Shelter,Bus Stop,5.46,5.88,5,6,0.15,11,10,11,10
-79.9512000295532,40.4828999557786,148,9261,E11790,BUTLER ST AT 54TH ST,NA,Inbound,"87, 91, 93",3,40.4829,-79.9512,Bus,No Shelter,Bus Stop,5.45,1.68,5,2,0.03,29,11,29,11
-80.0002000295194,40.4428999557529,149,12626,P00940,7TH ST AT PENN AVE FS,12001,Both,"1, 11, 15, 6",4,40.4429,-80.0002,Bus,No Shelter,Bus Stop,5.45,371.29,5,371,1.73,13,1026,13,1026
-80.0101000295361,40.4883999557654,150,229,N18970,EVERGREEN RD OPP BAYTREE ST,NA,Outbound,12,1,40.4884,-80.0101,Bus,No Shelter,Bus Stop,5.45,2.13,5,2,0,10,4,10,4
-79.9199000295613,40.4776999557849,151,3119,E53530,ST CLAIR ST AT CALLOWHILL ST,NA,Inbound,"71A, 71B",2,40.4777,-79.9199,Bus,No Shelter,Bus Stop,5.43,0.28,5,0,0.01,39,1,39,1
-80.0354000295072,40.4415999557434,152,4112,W21890,STEUBEN ST AT WABASH ST,NA,Inbound,"26, 27, 29",3,40.4416,-80.0354,Bus,No Shelter,Bus Stop,5.43,5.69,5,6,0.05,21,15,21,15
-79.8600000295399,40.3839999557693,153,20191,S14760,DUQUESNE BLVD AT MILLER AVE,NA,Both,"59, 61C, P7",3,40.384,-79.86,Bus,No Shelter,Bus Stop,5.43,11.1,5,11,0.31,9,23,9,23
-80.0609000295094,40.4658999557449,154,2245,W10330,ISLAND AVE AT CHARTIERS AVE NS (MARY ST),NA,Inbound,21,1,40.4659,-80.0609,Bus,No Shelter,Bus Stop,5.42,5.65,5,6,0.04,16,14,16,14
-79.9538000294907,40.3422999557316,155,9611,S35231,MOUNTAINVIEW DR AT HOME DEPOT,NA,Outbound,"55, 59",2,40.3423,-79.9538,Bus,No Shelter,Bus Stop,5.41,2.14,5,2,0.04,12,4,12,4
-79.9082000295568,40.4586999557816,156,9133,E20310,FRANKSTOWN AVE AT 5TH AVE,20092,Outbound,"77, 86",2,40.4587,-79.9082,Bus,No Shelter,Bus Stop,5.4,5.55,5,6,0.02,20,22,20,22
-79.9263000295563,40.4712999557811,157,8216,E41960,NEGLEY AVE AT STANTON AVE,1590,Outbound,"71A, 87",2,40.4713,-79.9263,Bus,No Shelter,Bus Stop,5.39,42.43,5,42,0.04,34,189,34,189
-79.8376000295781,40.4542999557983,158,14923,E37300,LONG RD AT PENTLAND DR,NA,Inbound,P16,1,40.4543,-79.8376,Bus,PAAC,Bus Stop with PAAC Shelter,5.39,0.03,5,0,0,30,0,30,0
-79.7696000295936,40.4387999558106,159,18612,E58350,WM PENN HWY AT CENTER RD FS,NA,Inbound,67,1,40.4388,-79.7696,Bus,No Shelter,Bus Stop,5.39,0.25,5,0,0.01,17,1,17,1
-80.0709000295027,40.4580999557398,160,4122,W03500,CHARTIERS AVE AT KRUPP ST,NA,Inbound,27,1,40.4581,-80.0709,Bus,No Shelter,Bus Stop,5.39,2.77,5,3,0.03,17,5,17,5
-79.9147000295541,40.4574999557796,161,20081,TP1090,LAYOVER EAST LIBERTY TERMINAL,1419,Both,"28X, 88",2,40.4575,-79.9147,Bus,No Shelter,Bus Stop,5.38,6.32,5,6,0.09,28,26,28,26
-79.8612000295256,40.3522999557586,162,10592,S70594,MCKEESPORT TRANSPORTATION CENT AT BAY #4,5027,Both,60,1,40.3523,-79.8612,Bus,No Shelter,Bus Stop,5.37,6.22,5,6,0.07,76,58,76,58
-79.8808000295168,40.3468999557518,163,22744,S70645,RAMP #2 AT W 5TH AVE,NA,Both,"55, 56, 59",3,40.3469,-79.8808,NA,No Shelter,Bus Stop,5.36,2.48,5,2,0.01,No Data,No Data,No Data,No Data
-79.9709000295362,40.4589999557657,164,2182,E35570,LIBERTY AVE OPP 31ST ST,NA,Outbound,"2, 54, 86, 87, 88, 91",6,40.459,-79.9709,Bus,No Shelter,Bus Stop,5.36,15.04,5,15,0.24,30,78,30,78
-80.2071000295044,40.5649999557402,165,1344,N08650,BEAVER ST AT SPENCER ST,NA,Inbound,14,1,40.565,-80.2071,Bus,No Shelter,Bus Stop,5.36,3.15,5,3,0.32,8,5,8,5
-79.889800029557,40.4452999557819,166,7700,E46590,PENN AVE AT WEST ST,NA,Outbound,"67, 69",2,40.4453,-79.8898,Bus,No Shelter,Bus Stop,5.35,1.84,5,2,0,18,8,18,8
-79.8660000295851,40.4913999558033,167,12601,N22145,FREEPORT RD OPP ALPHA DR (RIDC PARK),NA,Outbound,1,1,40.4914,-79.866,Bus,No Shelter,Bus Stop,5.34,3.79,5,4,0,8,8,8,8
-79.7864000296332,40.5411999558402,168,12799,N45030,PITTSBURGH ST OPP ROSA ST,NA,Outbound,"1, P10",2,40.5412,-79.7864,Bus,No Shelter,Bus Stop,5.34,8.45,5,8,0.18,6,15,6,15
-79.9758000295285,40.4452999557599,169,8902,E13570,CENTRE AVE AT KIRKPATRICK ST,846,Inbound,82,1,40.4453,-79.9758,Bus,No Shelter,Bus Stop,5.33,13.73,5,14,0.12,24,42,24,42
-79.9597000295329,40.4430999557633,170,9028,E16470,DESOTO ST AT O'HARA ST,NA,Inbound,"81, 83",2,40.4431,-79.9597,Bus,No Shelter,Bus Stop,5.32,5.02,5,5,0.03,18,11,18,11
-79.8414000295512,40.395799955778,171,7523,E37980,MAIN ST AT CENTER AVE,NA,Inbound,P68,1,40.3958,-79.8414,Bus,No Shelter,Bus Stop,5.31,0.78,5,1,0.09,15,2,15,2
-79.9950000295149,40.4287999557496,172,4823,S16410,E CARSON ST AT S 5TH ST,NA,Inbound,"48, 51",2,40.4288,-79.995,Bus,No Shelter,Bus Stop,5.31,2.71,5,3,0.01,8,6,8,6
-79.9362000295502,40.4646999557764,173,9175,E45670,PENN AVE AT AIKEN AVE,NA,Inbound,88,1,40.4647,-79.9362,Bus,No Shelter,Bus Stop,5.3,4.13,5,4,0,25,26,25,26
-79.8564000295535,40.4122999557796,174,7531,E60110,YOST BLVD AT BRINTON RD FS,NA,Inbound,"59, 61A, 61B",3,40.4123,-79.8564,Bus,No Shelter,Bus Stop,5.3,2.5,5,3,0.02,17,7,17,7
-79.8880000295457,40.4181999557734,175,7217,E39550,MONONGAHELA AVE AT DUQUESNE AVE,NA,Both,"59, 61B, 71, P7",4,40.4182,-79.888,Bus,No Shelter,Bus Stop,5.3,1.59,5,2,0.01,14,8,14,8
-79.8924000295031,40.3241999557414,176,20570,S70333,MONONGAHELA AVE AT 7TH ST,NA,Inbound,55,1,40.3242,-79.8924,Bus,No Shelter,Bus Stop,5.3,4.11,5,4,0.02,10,6,10,6
-80.0359000294861,40.3937999557276,177,6153,X20250,WEST LIBERTY AVE AT WISCONSIN AVE FS,NA,Inbound,41,1,40.3938,-80.0359,Bus,No Shelter,Bus Stop,5.29,4.83,5,5,0.05,21,10,21,10
-80.077200029501,40.4588999557384,178,4119,W03820,CHARTIERS AVE AT MERLE ST,NA,Inbound,27,1,40.4589,-80.0772,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,5.29,1.52,5,2,0,14,3,14,3
-79.9818000295009,40.3867999557391,179,10030,S09400,BROWNSVILLE RD OPP CLIFTON BLVD,NA,Outbound,"51, 51L",2,40.3868,-79.9818,Bus,No Shelter,Bus Stop,5.29,21.71,5,22,0.11,9,49,9,49
-79.907500029571,40.4905999557923,180,3304,N22810,FREEPORT RD OPP WESTERN AVE,NA,Outbound,"1, 75, 91",3,40.4906,-79.9075,Bus,No Shelter,Bus Stop,5.27,11.39,5,11,0.02,9,46,9,46
-79.8394000295821,40.4648999558013,181,14394,E21362,FRANKSTOWN RD AT BARTHOLOMEW CHURCH DR,NA,Inbound,77,1,40.4649,-79.8394,Bus,Lamar,Bus Stop with Non-PAAC Shelter,5.26,0.34,5,0,0.06,16,1,16,1
-79.8444000295786,40.4605999557986,182,14397,E21360,FRANKSTOWN RD AT #10485,NA,Inbound,77,1,40.4606,-79.8444,Bus,No Shelter,Bus Stop,5.26,1.63,5,2,0,14,5,14,5
-79.9515000294939,40.347899955734,183,18844,S28050,LEBANON CHURCH RD OPP REGIS AVE,NA,Inbound,"51, Y47",2,40.3479,-79.9515,Bus,No Shelter,Bus Stop,5.26,0.47,5,0,0.03,13,2,13,2
-80.1720000294965,40.5203999557345,184,2197,W00590,5TH AVE AT LOCUST ST NS,NA,Inbound,21,1,40.5204,-80.172,Bus,Lamar,Bus Stop with Non-PAAC Shelter,5.25,0.8,5,1,0.05,16,1,16,1
-80.0410000295221,40.4798999557546,185,1953,N12760,CALIFORNIA AVE AT DAVIS AVE,NA,Outbound,13,1,40.4799,-80.041,Bus,No Shelter,Bus Stop,5.25,22.5,5,23,0.13,9,64,9,64
-80.0704000295101,40.4745999557454,186,19641,W13450,MCCOY RD AT TOTERA AVE,NA,Inbound,22,1,40.4746,-80.0704,Bus,No Shelter,Bus Stop,5.24,2.71,5,3,0.04,29,10,29,10
-80.0059000295348,40.4821999557643,187,227,N17880,EAST ST AT MT PLEASANT RD,NA,Outbound,12,1,40.4822,-80.0059,Bus,No Shelter,Bus Stop,5.24,1.18,5,1,0.07,9,2,9,2
-80.0178000295158,40.44779995575,188,20381,N04610,ALLEGHENY AVE AT REEDSDALE ST FS,NA,Inbound,"14, 18",2,40.4478,-80.0178,Bus,No Shelter,Bus Stop,5.23,166.45,5,166,0.62,8,476,8,476
-79.8855000295379,40.3986999557677,189,11945,S70412,MIFFLIN ST AT WHITAKER ST,NA,Inbound,52L,1,40.3987,-79.8855,Bus,No Shelter,Bus Stop,5.21,0.58,5,1,0,18,1,18,1
-80.113600029444,40.3561999556954,190,5387,W24740,WASHINGTON AVE AT CHARTIERS ST FS,22281,Inbound,"31, G31",2,40.3562,-80.1136,Bus,No Shelter,Bus Stop,5.21,0.07,5,0,0.01,15,1,15,1
-79.8941000295561,40.4466999557813,191,7698,E45900,PENN AVE AT EAST END AVE,NA,Outbound,"67, 69, 71C",3,40.4467,-79.8941,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,5.2,14.52,5,15,0.05,16,46,16,46
-79.8686000295455,40.4032999557735,192,7292,E70962,6TH ST AT BRADDOCK AVE,103,Inbound,"61A, 61B",2,40.4033,-79.8686,Bus,No Shelter,Bus Stop,5.2,2.76,5,3,0.13,15,8,15,8
-79.8631000295393,40.3849999557689,193,10979,S27480,KENNYWOOD BLVD AT HOFFMAN BLVD,20020,Outbound,"61C, P7",2,40.385,-79.8631,Bus,Lamar,Bus Stop with Non-PAAC Shelter,5.19,15.5,5,16,0.09,21,71,21,71
-79.9015000295372,40.409199955767,194,10903,S02965,8TH AVE OPP ANDREW ST,NA,Both,"52L, 59, 61C",3,40.4092,-79.9015,Bus,No Shelter,Bus Stop,5.18,5.22,5,5,0.02,22,16,22,16
-79.9082000295216,40.3783999557552,195,11627,S31240,MAIN ST AT ELIZABETH ST,NA,Inbound,"53, 53L",2,40.3784,-79.9082,Bus,No Shelter,Bus Stop,5.18,0.26,5,0,0,19,1,19,1
-80.1552000294702,40.4476999557148,196,21067,W70131,STEUBENVILLE PIKE OPP HIGHTOWER BLVD,NA,Inbound,"24, 29",2,40.4477,-80.1552,Bus,Lamar,Bus Stop with Non-PAAC Shelter,5.18,0.32,5,0,0,17,2,17,2
-79.9160000295551,40.4608999557803,197,9342,E15925,EAST LIBERTY BLVD AT BROAD ST,NA,Inbound,"74, 75, 89",3,40.4609,-79.916,Bus,No Shelter,Bus Stop,5.18,21.13,5,21,0.06,13,48,13,48
-79.8827000295382,40.3972999557679,198,11110,S33880,MIDWAY DR AT #19,NA,Both,59,1,40.3973,-79.8827,Bus,No Shelter,Bus Stop,5.18,8.3,5,8,0.06,9,15,9,15
-79.897300029552,40.4396999557782,199,7091,E19230,FORBES AVE AT BRADDOCK AVE,NA,Inbound,61A,1,40.4397,-79.8973,Bus,No Shelter,Bus Stop,5.17,1.45,5,1,0,35,2,35,2
-79.9498000295404,40.452699955769,200,2668,E42131,NEVILLE RAMP AT CENTRE AVE,1429,Inbound,P3,1,40.4527,-79.9498,Bus,PAAC,Bus Stop with PAAC Shelter,5.17,19.07,5,19,0.08,33,43,33,43
-79.983000029534,40.4631999557639,201,2742,N31200,LOWRIE ST AT CLAIM ST,NA,Inbound,4,1,40.4632,-79.983,Bus,No Shelter,Bus Stop,5.17,1.33,5,1,0.11,33,2,33,2
-79.9337000295475,40.4566999557745,202,15456,E41745,NEGLEY AVE OPP CLAYBOURNE ST,NA,Outbound,64,1,40.4567,-79.9337,Bus,No Shelter,Bus Stop,5.16,6.98,5,7,0.03,16,13,16,13
-79.9973000295088,40.4164999557449,203,7019,S06300,BELTZHOOVER AVE OPP CHARLES ST,NA,Both,"44, 54",2,40.4165,-79.9973,Bus,No Shelter,Bus Stop,5.15,3.41,5,3,0.05,13,10,13,10
-79.9040000295363,40.4090999557664,204,10905,S02750,8TH AVE AT HEISEL ST,NA,Both,"52L, 59, 61C",3,40.4091,-79.904,Bus,No Shelter,Bus Stop,5.14,6.37,5,6,0.04,24,14,24,14
-79.9023000295274,40.3871999557596,205,11634,S31480,MAIN ST AT MILLER AVE,NA,Inbound,"53, 53L",2,40.3872,-79.9023,Bus,No Shelter,Bus Stop,5.14,0.91,5,1,0.01,16,2,16,2
-80.0415000295228,40.4817999557551,206,1954,N13090,CALIFORNIA AVE AT TERMON AVE,22071,Outbound,13,1,40.4818,-80.0415,Bus,No Shelter,Bus Stop,5.14,10.95,5,11,0.09,11,34,11,34
-79.9035000295545,40.44999995578,207,7633,E46130,PENN AVE AT LANG AVE,NA,Inbound,"67, 69, 71C",3,40.45,-79.9035,Bus,No Shelter,Bus Stop,5.13,0.87,5,1,0,39,4,39,4
-79.8655000295457,40.4013999557737,208,7541,E35650,LIBRARY ST AT BRADDOCK AVE,NA,Inbound,59,1,40.4014,-79.8655,Bus,No Shelter,Bus Stop,5.13,4.99,5,5,0.09,10,9,10,9
-79.8252000295608,40.4057999557854,209,8122,E25050,GRANT ST AT TRI-BORO EXPWY,NA,Outbound,P68,1,40.4058,-79.8252,Bus,PAAC,Bus Stop with PAAC Shelter,5.12,1.28,5,1,0.01,16,4,16,4
-80.0704000295082,40.4702999557439,210,3645,W02740,BROADWAY AVE OPP CHARLES ST,NA,Outbound,24,1,40.4703,-80.0704,Bus,No Shelter,Bus Stop,5.12,6.29,5,6,0.02,7,26,7,26
-79.8810000295452,40.4119999557732,211,18995,E27490,RANKIN BLVD AT HAWKINS AVE,1413,Inbound,61B,1,40.412,-79.881,Bus,No Shelter,Bus Stop,5.11,1.76,5,2,0.02,18,9,18,9
-79.8307000296178,40.5391999558282,212,20290,N05060,ALPHA DR AT FREEPORT RD (HARMAR),3060,Both,"P10, P16, P78",3,40.5392,-79.8307,Bus,No Shelter,Bus Stop,5.11,1.6,5,2,0.01,17,6,17,6
-79.9859000295234,40.4410999557559,213,8677,E13350,CENTRE AVE AT CRAWFORD ST,826,Inbound,"82, 83",2,40.4411,-79.9859,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,5.11,11.21,5,11,0.07,16,33,16,33
-80.0999000295163,40.5109999557498,214,1378,N40320,OHIO RIVER BLVD OPP PENNSYLVANIA AVE,NA,Inbound,14,1,40.511,-80.0999,Bus,No Shelter,Bus Stop,5.11,0.22,5,0,0,16,1,16,1
-79.886100029538,40.3994999557677,215,11117,S48720,WHITAKER ST OPP GRANT AVE,NA,Both,"52L, 59",2,40.3995,-79.8861,Bus,No Shelter,Bus Stop,5.11,1.56,5,2,0.01,7,2,7,2
-79.9677000295289,40.4399999557602,216,18910,E70302,TERRACE ST AT OAK HILL DR,NA,Outbound,83,1,40.44,-79.9677,Bus,No Shelter,Bus Stop,5.1,7.03,5,7,0.11,10,17,10,17
-79.8820000294925,40.2921999557335,217,9851,S44730,ST CLAIR AVE AT 3RD ST,NA,Both,"55, Y46",2,40.2922,-79.882,Bus,No Shelter,Bus Stop,5.1,9.76,5,10,0.04,10,28,10,28
-80.033400029541,40.5169999557688,218,618,N53597,WEST VIEW PARK DR AT WEST VIEW TOWERS,NA,Outbound,"13, 8",2,40.517,-80.0334,Bus,No Shelter,Bus Stop,5.1,9.86,5,10,0.07,8,25,8,25
-79.9249000295489,40.4533999557756,219,3139,E29020,HIGHLAND AVE AT HOWE ST,NA,Inbound,71B,1,40.4534,-79.9249,Bus,No Shelter,Bus Stop,5.09,0.55,5,1,0,59,3,59,3
-80.064000029505,40.4581999557415,220,4194,W00840,ALLENDALE ST AT MOYER ST,1522,Both,26,1,40.4582,-80.064,Bus,No Shelter,Bus Stop,5.08,4.54,5,5,0.02,12,14,12,14
-79.8898000294893,40.290599955731,221,22632,S70638,DESIDERIO BLVD OPP BAKER AVE,NA,Both,Y46,1,40.2906,-79.8898,Bus,No Shelter,Bus Stop,5.08,3.81,5,4,0.01,9,9,9,9
-80.0739000295136,40.485199955748,222,2232,W10550,ISLAND AVE OPP FLEMING AVE,1476,Inbound,21,1,40.4852,-80.0739,Bus,No Shelter,Bus Stop,5.08,1.42,5,1,0.02,6,1,6,1
-79.9128000295462,40.4380999557737,223,7093,E19340,FORBES AVE AT DALLAS AVE,NA,Inbound,"61A, 61B",2,40.4381,-79.9128,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,5.07,1.41,5,1,0,38,4,38,4
-80.0637000295061,40.4604999557424,224,4196,W00790,ALLENDALE CIR AT #3658,NA,Both,26,1,40.4605,-80.0637,Bus,No Shelter,Bus Stop,5.07,5.27,5,5,0.04,14,11,14,11
-80.0597000295047,40.4540999557413,225,4204,W00810,ALLENDALE ST AT CHARTIERS AVE,NA,Both,26,1,40.4541,-80.0597,Bus,No Shelter,Bus Stop,5.05,4.54,5,5,0.03,No Data,No Data,No Data,No Data
-80.016000029521,40.4583999557539,226,1593,N10360,BRIGHTON RD AT COLUMBIA PL,NA,Outbound,"13, 15, 16",3,40.4584,-80.016,Bus,No Shelter,Bus Stop,5.05,18.29,5,18,0.07,13,33,13,33
-79.8755000295614,40.4447999557854,227,7618,E44880,PARK AVE AT SWISSVALE AVE,NA,Both,"79, P78",2,40.4448,-79.8755,Bus,No Shelter,Bus Stop,5.04,0.98,5,1,0.01,24,3,24,3
-79.9491000295454,40.4635999557728,228,14865,E23590,FRIENDSHIP AVE AT PEARL ST,NA,Outbound,"64, 87",2,40.4636,-79.9491,Bus,No Shelter,Bus Stop,5.04,2.6,5,3,0,17,18,17,18
-79.8833000295456,40.4145999557735,229,7213,E27220,HARRIET ST AT 5TH AVE,NA,Both,"59, 61B, 71, P7",4,40.4146,-79.8833,Bus,No Shelter,Bus Stop,5.04,0.86,5,1,0.02,17,6,17,6
-79.9974000295111,40.4217999557467,230,6720,X01290,BELTZHOOVER AVE AT WARRINGTON AVE,22216,Inbound,43,1,40.4218,-79.9974,Bus,PAAC,Bus Stop with PAAC Shelter,5.04,0.75,5,1,0.07,11,2,11,2
-80.0725000295219,40.5031999557543,231,1260,N12800,CALIFORNIA AVE AT FISK AVE,NA,Inbound,"16, 19L",2,40.5032,-80.0725,Bus,No Shelter,Bus Stop,5.04,0.3,5,0,0.01,9,0,9,0
-80.0526000295272,40.4999999557583,232,1314,N20030,FOREST AVE AT BALPH AVE,NA,Inbound,13,1,40.5,-80.0526,Bus,No Shelter,Bus Stop,5.03,1.69,5,2,0,17,3,17,3
-79.9713000294826,40.3366999557253,233,9740,S13872,CURRY HOLLOW RD OPP ARBOR LN,NA,Inbound,Y47,1,40.3367,-79.9713,Bus,No Shelter,Bus Stop,5.03,2.16,5,2,0,6,3,6,3
-80.056300029514,40.4727999557484,234,3552,W08510,HELEN ST AT CATHERINE ST,NA,Inbound,22,1,40.4728,-80.0563,Bus,No Shelter,Bus Stop,5.02,2.24,5,2,0.03,15,4,15,4
-79.8671000295481,40.4081999557755,235,7545,E15440,COREY AVE AT 4TH ST,NA,Inbound,59,1,40.4082,-79.8671,Bus,No Shelter,Bus Stop,5.02,3.11,5,3,0.02,11,6,11,6
-79.8933000295139,40.3496999557495,236,10940,S40600,RICHLAND AVE AT CEMETERY LN,NA,Outbound,"56, 59",2,40.3497,-79.8933,Bus,No Shelter,Bus Stop,5.02,3.39,5,3,0.06,11,11,11,11
-79.889400029555,40.4404999557804,237,7085,E33100,KELLY AVE AT PITT ST,702,Both,"61A, 71, 71C, P71",4,40.4405,-79.8894,Bus,No Shelter,Bus Stop,4.99,2.03,5,2,0,30,9,30,9
-79.9748000295446,40.481199955772,238,1142,N38570,NORTH AVE AT GRANT AVE,1210,Inbound,2,1,40.4812,-79.9748,Bus,No Shelter,Bus Stop,4.99,2.94,5,3,0.01,26,7,26,7
-79.9836000294922,40.3679999557325,239,9701,S24025,HWY RT 51 AT PIZZA HUT,NA,Inbound,"Y46, Y49",2,40.368,-79.9836,Bus,No Shelter,Bus Stop,4.99,0.86,5,1,0.01,19,4,19,4
-79.9157000295697,40.4936999557913,240,12693,N31470,MAIN ST AT 21ST ST,NA,Inbound,"1, 91",2,40.4937,-79.9157,Bus,No Shelter,Bus Stop,4.99,4.65,5,5,0.02,17,11,17,11
-79.9931000295092,40.4141999557452,241,2605,S05510,BAUSMAN ST AT GRIMES AVE,NA,Inbound,54,1,40.4142,-79.9931,Bus,No Shelter,Bus Stop,4.98,0.39,5,0,0.01,17,1,17,1
-79.9347000295638,40.4945999557867,242,12765,N31540,MAIN ST AT ALI ST,NA,Outbound,"1, 91",2,40.4946,-79.9347,Bus,No Shelter,Bus Stop,4.98,4.86,5,5,0.04,12,20,12,20
